firstName,lastName,DOB,birthCountry,deathDate,careerStart,careerEnd
Hal,David,1921-01-01,United States,2012-09-01,2012,2012
Steve,Ingram,,,,,
Hal,Pereira,1905-01-01,United States,1983-12-17,1944,1968
Hugh,Fowler,1912-07-24,United States,1975-08-02,,
Sam,Fell,1965-01-01,United Kingdom,,1991,
Thom,Noble,,,,,
Helen,Hunt,1963-01-01,United States,,1973,
Santiago,Martínez,,Spain,,,
Cathy,Schulman,1965-01-01,,,2000,
Mario,Puzo,1920-01-01,United States,1999-07-02,,
Albert,Lamorisse,1922-01-01,France,1970-06-01,1947,1970
Louis,Stoumen,1917-01-01,United States,1991-09-20,1950,1964
Loren,Ryder,1900-01-01,United States,1985-05-28,1932,1968
Roger,Pratt,1947-01-01,United Kingdom,2024-12-01,1971,2014
James,Berkey,1930-01-01,,1982-07-03,1958,1982
Ellen,Burstyn,1932-01-01,United States,,1955,
Leslie,Rollins,,,,1985,
Alessandro,Camon,1963-01-01,Italy,,,
Melanie,Griffith,1957-01-01,United States,,1969,
Alejandro,Amenábar,1972-01-01,Chile,,1992,
Irving,Saraf,1932-01-01,,2012-12-26,,
Felicity,Huffman,1962-01-01,United States,,1978,
James,Richard,1928-01-01,,2002-10-25,1956,1973
Miriam,Hopkins,1902-01-01,United States,1972-10-09,1921,1970
Sharmeen,Obaid-Chinoy,1978-01-01,Pakistan,,2000,
Caitrin,Rogers,,United States,,2007,
Beau,Willimon,1977-01-01,United States,,,
Markus,Imhoof,1941-01-01,Switzerland,,1974,
Pud,CUnited Statesck,,,,1988,
Michael,O'Keefe,1955-01-01,United States,,1974,
Seton,Miller,1902-01-01,United States,1974-03-29,,
Michelle,Yeoh,1962-01-01,Federation of Malaya,,1983,
Christine,Vachon,1962-01-01,United States,,1985,
Steve,Courtley,,,,1981,2003
Edmond,O'Brien,1915-01-01,United States,1985-05-09,1936,1974
Donald,McAlpine,,Australia,,1972,
Burt,Reynolds,1936-01-01,United States,2018-09-06,1958,2018
Lynn,Redgrave,1943-01-01,United Kingdom,2010-05-01,1962,2010
Boyce,Hart,1939-01-01,United States,1994-11-23,,
Franz,Bachelin,1895-01-01,Germany,1980-05-01,1937,1966
Ari,Folman,1962-01-01,Israel,,1996,
Konstantin,Kalser,1920-01-01,Germany,1994-07-01,,
Zaza,Urushadze,1965-01-01,Russia,2019-12-01,1989,2019
Richard,Pryke,,,,1993,
Alexis,Wajsbrot,,France,,2002,
Roy,Granville,1910-01-01,United States,1986-09-01,1935,1968
Joel,Harlow,1968-01-01,United States,,1987,
Edward,Anhalt,1914-03-28,United States,2000-09-03,,
James,Lucas,,United Kingdom,,2013,
Nicolas,Becker,,,,,
Roger,Avary,1965-01-01,Canada,,1992,
Stockard,Channing,1944-01-01,United States,,1969,
Elaine,Sheldon,,,,2011,
Alex,Wuttke,,,,,
Catherine,Deneuve,1943-01-01,France,,1957,
Ronald,Colman,1891-01-01,United Kingdom,1958-05-01,1914,1957
Danny,DeVito,1944-01-01,United States,,1969,
Paul,Henning,1911-01-01,United States,2005-03-25,1993,1993
Arne,Glimcher,1938-01-01,United States,,,
Brian,Donlevy,1901-01-01,United States,1972-04-06,1924,1969
Cesare,Zavattini,1902-01-01,Italy,1989-10-01,1936,1975
Dean,Jagger,1903-01-01,United States,1991-02-05,1923,1987
John,Leveque,1944-01-01,,,1972,2010
Vladimir,Nabokov,1899-01-01,Russia,1977-07-01,1916,1916
Sturla,Gunnarsson,1951-01-01,Iceland,,1981,
Riz,Ahmed,1982-01-01,United Kingdom,,2006,
Jim,Reardon,,,,1986,
Darren,Aronofsky,1969-01-01,United States,,,
Tim,Hutchinson,1946-01-01,,,1967,
Denholm,Elliott,1922-01-01,United Kingdom,1992-10-01,1949,1992
Armin,Mueller-Stahl,1930-01-01,Germany,,1956,2015
Matthew,Butler,,,,1992,
Federico,Fellini,1920-01-01,Italy,1993-10-01,1945,1993
Richard,LaGravenese,1959-01-01,United States,,1989,
Daniel,Bloomberg,1905-01-01,United States,1984-08-14,1934,1952
Patricia,Field,1942-01-01,United States,,,
Pascal,Caucheteux,1961-01-01,France,,1991,
Jeremy,Renner,1971-01-01,United States,,1995,
Bertram,Granger,1892-01-01,United States ,1967-10-28,1935,1966
Roger,Guyett,,United Kingdom,,1993,
Geoffrey,Unsworth,1914-01-01,United Kingdom,1978-10-01,1939,1978
Paul,Ottosson,1966-01-01,Sweden,,1995,
Ke,Quan,1971-01-01,South Vietnam,,1984,
Herman,Lewis,1910-01-01,,2001-02-28,1949,1982
Mark,Gordon,1956-01-01,United States,,1981,
Errol,Morris,1948-01-01,United States,,1978,
Matīss,Kaža,1995-01-01,Sweden,,2012,
John,Gilbert,,,,,
Sheila,Nevins,1939-01-01,United States ,,1960,
Melvyn,Douglas,1901-01-01,United States,1981-08-04,1926,1981
Fred,Koenekamp,1922-01-11,United States,2017-05-31,1953,1999
Ringo,Starr,1940-01-01,United Kingdom,,1957,
Nick,Alphin,,,,1979,1996
George,Bancroft,1882-01-01,United States,1956-10-02,1925,1942
D.,Jr.,1922-01-01,United States,2015-09-17,,
Linda,Muir,,,,1975,
Anne-Sophie,Bion,,,,,
Agnès,Jaoui,1964-01-01,France,,1983,
James,LaRue,1934-01-01,,2012-12-30,1978,2002
Norman,Wanstall,1935-01-01,United Kingdom,,1957,1983
Edward,Curtiss,1898-07-07,United States,1970-11-07,,
Julie,Christie,1940-01-01,India,,1957,2017
Anthony,Harvey,1930-01-01,United Kingdom,2017-11-01,1950,1994
Robert,Lawrence,1913-01-01,Canada,2004-09-19,1953,1987
Daniel,Blumberg,1990-01-01,,,2005,
SUnited Statesnnah,Grant,1963-01-01,United States,,,
Valentin,Yezhov,1921-01-01,Russia,2004-05-01,1953,2000
Stacey,Sher,1962-01-01,United States,,,
Daniel,Cathcart,1906-01-01,United States,1959-01-23,1937,1959
Julia,Reichert,1946-01-01,United States,2022-12-01,1968,2021
Fred,Rode,1896-01-01,United States,1971-10-01,1939,1951
John,Bramall,1923-01-01,United Kingdom,2000-06-01,1951,1986
William,Hurt,1950-01-01,United States,2022-03-13,1975,2022
Philippa,Boyens,1962-01-01,New Zealand,,2001,
Rochus,Gliese,1891-01-01,Germany,1978-12-01,1915,1967
Bill,Neil,1939-01-01,United States,,,
John,Frazier,1944-01-01,United States,,,
Martin,Walsh,1955-01-01,United Kingdom,,,
Steve,Gordon,1938-01-01,United States,1982-11-27,,
Douglas,Wick,,United States,,1979,
Leslie,Shatz,,,,1971,
Andy,Koyama,1962-01-01,Canada,,1982,
Norman,Gimbel,1927-01-01,United States,2018-12-19,,
Bruce,Broughton,1945-01-01,United States,,1970,
Kira,Carstensen,,,,1995,
Simone,Coco,,,,,
Walt,Conti,1959-01-01,,,1986,
Grigory,Chukhray,1921-01-01,Ukraine,2001-10-01,1956,1984
Anthony,Katagas,1971-01-01,United States,,,
Harry,Owens,1902-01-01,United States,1986-12-12,1926,1985
Harold,Kress,1913-01-01,United States,1999-09-18,1933,1978
George,Gaines,1933-01-01,United States,1986-05-13,1964,1986
Brandi,Carlile,1981-01-01,United States,,2004,
Leo,Erdody,1888-01-01,United States,1949-04-05,,
Richard,Dembo,1948-01-01,France,2004-11-01,,
Chen,Kaige,1952-01-01,China,,1984,
Peter,Ladue,1950-01-01,,,1965,
Stefan,Dechant,,,,,
Thomas,Robinson,1914-01-01,United States,2002-03-27,1936,1984
Lennie,Hayton,1908-01-01,United States,1971-04-24,1928,1970
Michael,Giacchino,1967-01-01,United States,,1994,
Friz,Freleng,1905-01-01,United States,1995-05-26,1923,1986
Jost,Vacano,1934-01-01,Germany,,1962,2000
Donald,Burt,,,,1993,
John,Boorman,1933-01-01,United Kingdom,,1962,
Michael,Masser,1941-01-01,United States,2015-07-09,,
Aleksandar,Petrović,1929-01-01,France,1994-08-01,1955,1989
Robert,Getchell,1936-01-01,United States,2017-10-21,,
Didier,Flamand,1947-01-01,France,,1973,
Cyril,Mockridge,1896-01-01,United Kingdom,1979-01-18,1933,1967
Carlos,Navarrete,,,,,
Walt,Disney,1901-01-01,United States,1966-12-15,,
Bent,Christensen,1929-01-01,Denmark,1992-01-01,1953,1990
Richard,Burton,1925-01-01,Wales,1984-08-01,1943,1984
Nicky,Ryan,1946-01-01,Ireland,,,
Kenneth,Reid,1919-01-01,Uruguay,1996-06-30,1960,1978
Annie,Mumolo,1973-01-01,United States,,2003,
Nick,Emerson,,Northern Ireland,,2000,
Stanley,Cortez,1908-01-01,United States,1997-12-23,,
Earle,Herdan,,,,,
Martin,Samuel,,,,1974,
George,Tipton,1932-01-23,United States,2016-02-12,,
Art,Carney,1918-01-01,United States,2003-11-09,1939,1993
Ronnie,Carmen,1959-01-01,Philippines,,,
Lew,Ayres,1908-01-01,United States,1996-12-30,1927,1996
Richard,Breen,1918-01-01,United States,1967-02-01,1948,1967
Altina,Schinasi,1907-01-01,United States,1999-08-19,,
John,Cassavetes,1929-01-01,United States,1989-02-03,1951,1989
Ted,Elliott,1961-01-01,United States,,1989,
Anna,Magnani,1908-01-01,Italy,1973-09-01,1928,1972
Deborah,Hoffmann,1947-10-17,,,,
Emile,Kuri,1907-01-01,Mexico,2000-10-10,1938,1972
Mark,Johnson,1945-01-01,United States,,,
Arthur,Miller,1895-01-01,United States,1970-07-13,1914,1951
Clément,Ducol,,,,,
Adrien,Brody,1973-01-01,United States,,1989,
Leslie,Iwerks,1970-01-01,United States,,,
Pete,Townshend,1945-01-01,United Kingdom,,1960,
Jon,Landau,1960-01-01,United States,2024-07-05,1987,2024
Ben,Oakland,1907-09-24,United States,1979-08-26,,
Fred,Hole,1935-01-01,Wales,2011-02-01,1966,2002
Keisha,Castle-Hughes,1990-01-01,Australia,,2001,
Alain,Sarde,1952-01-01,France,,1974,
Joseph,Hurley,1914-01-01,,1982-10-05,1950,1982
Robert,Dornhelm,1947-01-01,Romania,,,
Mike,Todd,1907-01-01,United States,1958-03-22,1933,1958
Arthur,A.S.C.,1891-01-01,United States,1970-02-14,1914,1948
Lee,Daniels,1959-01-01,United States,,1986,
Robert,Franco,,,,1980,1996
Marik,Vos-Lundh,1923-01-01,Russia,1994-07-13,1946,1982
Jules,Dassin,1911-01-01,United States,2008-03-31,,
Henry,Ephron,1911-01-01,United States,1992-09-06,1944,1963
Sergei,Бодров,1948-01-01,Russia,,1974,
Matthew,Heineman,1983-01-01,United States,,2006,
Eddie,Redmayne,1982-01-01,United Kingdom,,1998,
Oswald,Hafenrichter,1899-04-01,Austria-Hungary,1973-05-01,1931,1973
Lester,Lee,1903-01-01,United States,1956-06-19,,
Eustace,Lycett,1890-01-01,United States,1963-08-20,1913,1956
Robert,Jr.,1946-01-01,United States,2004-02-09,1976,2004
Nicki,Ledermann,1968-01-01,Germany,,1989,
Robert,Siodmak,1900-01-01,Germany,1973-03-01,1927,1969
Diana,Ross,1944-01-01,United States,,1959,
Duncan,Henderson,1949-01-01,United States,2022-06-21,,
Michael,McCusker,1966-01-01,,,,
Rick,Findlater,,,,1997,
Jordan,Cronenweth,1935-01-01,United States,1996-11-29,1962,1992
Josh,Olson,,United States,,,
Hugh,Griffith,1912-01-01,Wales,1980-05-01,1939,1980
Nikita,Mikhalkov,1945-01-01,Russia,,1959,
Jerry,Jost,,,2014-12-30,1970,1991
Luis,Berlanga,1921-01-01,Spain,2010-11-01,1948,2002
Stephen,Dunn,1894-01-01,United States,1980-02-03,1942,1947
Kristine,Belson,,United States,,1999,
Ken,Darby,1909-01-01,United States,1992-01-24,,
SUnited Statesn,Bode,,,,1982,
Vincent,Lambe,1980-01-01,Ireland,,1999,
Howard,Shoup,1903-01-01,United States,1987-05-29,1937,1967
W.,Kelley,1902-01-01,United States,1982-09-27,,
Earl,Madery,1918-08-17,United States,2014-02-21,1956,1983
Stevie,Wonder,1950-01-01,United States,,1961,
Ben,Proudfoot,1990-01-01,Canada,,,
Joel,Cohen,1963-01-01,United States,,1983,
Ann,Ronell,1905-01-01,United States,1993-12-25,,
George,Axelrod,1922-01-01,United States,2003-06-21,1954,1954
Michael,Schaefer,,,,1998,
Dominic,Tuohy,,,,,
David,Lee,1958-01-01,,,1981,
Walter,Goss,1928-01-01,,2012-07-26,1963,1991
Joseph,A.S.C.,1889-01-01,Russia,1983-05-01,,
Elio,Altramura,,,2004-01-01,,
Aggie,Rodgers,1943-01-01,United States,,,
Andrew,Mondshein,1957-01-01,,,,
Alexander,Nanau,1979-01-01,Romania,,,
Sushmit,Ghosh,,,,2007,2007
John,Malkovich,1953-01-01,United States,,1976,
Milan,Bor,1936-01-01,,1998-05-01,1974,1993
Alan,Jr.,1937-01-01,United States,2022-03-02,1963,2007
Van,Heflin,1908-01-01,United States,1971-07-23,1928,1971
Sean,Astin,1971-01-01,United States,,1980,
John,Jr.,,United States,,1969,2000
Matt,Shumway,1978-01-01,,,2002,
Matthew,Cherry,1981-01-01,,,2007,
Brian,Ackland-Snow,1940-01-01,United Kingdom,2013-03-01,1962,2002
Demián,Bichir,1963-01-01,Mexico,,1977,
Victor,Buono,1938-01-01,United States,1982-01-01,1956,1981
Frank,Tarloff,1916-01-01,United States,1999-06-25,,
Andrew,Whitehurst,,,,1996,
Brandon,deWilde,1942-01-01,United States,1972-07-06,1950,1972
Hermann,Sudermann,1857-01-01,Russia,1928-11-01,,
Tom,Hooper,1972-01-01,United Kingdom,,1992,
Chazz,Palminteri,1952-01-01,United States,,1983,
Yuri,Fayer,1890-01-01,Russia,1971-08-03,,
Brad,Dourif,1950-01-01,United States,,1973,
A.,Jr.,1901-01-01,United States,1991-04-26,,
Barbra,Streisand,1942-01-01,United States,,1960,
Joseph,Brooks,1938-01-01,United States,2011-05-22,,
Bob,Mackie,1939-01-01,United States,,,
Nikki,Gooley,,,,1988,1988
Alan,Lee,1947-01-01,United Kingdom,,,
Jocelyn,Herbert,1917-01-01,United Kingdom,2003-05-01,,
Vanessa,Taylor,1970-01-01,United States,,1998,
Alan,Maley,1931-01-01,United Kingdom,1995-05-01,1959,1981
Dan,Lemmon,,,,1997,
Heinz,Roemheld,1901-01-01,United States,1985-02-11,,
Roger,Simon,1943-01-01,United States,,,
Robert,Surtees,1906-01-01,United States,1985-01-05,1931,1978
Robert,Kraft,,United States,,,
John,Sturtevant,1913-01-01,,1974-05-10,,
Dick,Bernstein,,,,,
Pietro,Germi,1914-01-01,Italy,1974-12-01,1939,1974
Richard,Dior,1947-01-01,,1998-10-26,1970,1998
Olivia,Colman,1974-01-01,United Kingdom,,2000,
Christian,Goldbeck,,,,,
Barrie,Osborne,1944-01-01,United States,,1976,
Richard,Nord,,,,1981,
Roland,Gross,1909-01-01,United States,1989-02-11,1935,1975
Sir,McQueen,1969-01-01,United Kingdom,,1993,
Mollye,Asher,,United States,,2005,
Scott,Millan,1954-01-01,United States,,1974,
Andrew,Kosove,,,,,
Gordon,Wiles,1904-01-01,United States,1950-10-17,1931,1950
Kemp,Powers,1973-01-01,United States,,2012,
Ben,Sombogaart,1947-01-01,Netherlands,,,
Sigourney,Weaver,1949-01-01,United States,,1971,
James,Cromwell,1940-01-01,United States,,1955,
Kei,Kumai,1930-01-01,Japan,2007-05-01,,
Melville,Shavelson,1917-01-01,United States,2007-08-08,,
Evan,Lottman,1931-01-01,United States,2001-09-25,,
Catalina,Moreno,1981-01-01,Colombia,,2004,
Jared,Bush,1974-01-01,United States,,1998,
Halle,Berry,1966-01-01,United States,,1989,
David,Heilbroner,1957-01-01,,,1996,
Mario,Chiari,1909-01-01,Italy,1989-04-01,1940,1985
Rudi,Fehr,1911-01-01,Germany,1999-04-16,1931,1985
Michael,Mills,,,,1982,
Antonio,Banderas,1960-01-01,Spain,,1982,
Daniel,Taradash,1913-01-01,United States,2003-02-22,,
Elliott,Clawson,1883-01-01,United States,1942-07-21,1913,1929
David,Lang,1957-01-01,United States,,,
John,Milius,1944-01-01,United States,,1966,
Greg,Russell,,,,1977,
Mike,Nichols,1931-01-01,Germany,2014-11-19,1955,2014
John,Alton,1901-01-01,Austria-Hungary,1996-06-02,,
Karolyn,Ali,1944-01-01,,2015-08-18,1994,2015
Jon,Spaihts,1970-01-01,United States,,1996,
Pete,Docter,1968-01-01,United States,,1985,
Jon,Voight,1938-01-01,United States,,1961,
Max,Zähle,,,,,
Charles,Braverman,1944-01-03,United States,,,
Brendan,Bellomo,,,,,
William,Bowers,1916-01-01,United States,1987-03-27,,
Bill,Malley,1931-01-01,,,1971,1998
Guy,Williams,,,,,
Haley,Osment,1988-01-01,United States,,1992,
Alex,Weldon,1914-01-01,Hungary,2004-01-01,1931,1980
Chris,Menges,1940-01-01,United Kingdom,,1959,2019
Max,Rée,1889-01-01,Denmark,1953-03-01,1924,1947
Christopher,Peterson,,,,,
Tim,Cooney,1951-01-01,United States,,1979,2011
Alice,Baker,,,,1987,
Hank,Corwin,,,,,
James,Howe,1899-01-01,China,1976-07-12,1917,1975
Joseph,Rucker,1887-01-01,United States,1957-10-21,,
Chiwetel,Ejiofor,1977-01-01,United Kingdom,,1995,
Theodore,Ushev,1968-01-01,Bulgaria,,1999,
Fannie,Flagg,1944-01-01,United States,,1966,
Jean,d'Eaubonne,1903-03-01,France,1971-07-01,1929,1973
Bradley,Cooper,1975-01-01,United States,,1999,
Jan,Archibald,1949-10-01,"",,1984,
Amber,Richards,,,,,
Caleb,Deschanel,1944-01-01,United States,,1969,
Buddy,DeSylva,1895-01-01,United States,1950-07-11,,
Peter,Boyle,1946-01-01,United Kingdom,,,
Lyle,Conway,,United States,,,
James,Acheson,1946-01-01,United Kingdom,,1973,
Skip,Lievsay,,,,1981,
Camille,Friend,,,,,
Peter,Glossop,,,,1971,
Pierre-Olivier,Persin,,,,,
William,Lyon,1903-01-21,United States,1974-03-18,,
Tom,Sayers,,,,1997,
Moshé,Mizrahi,1931-01-01,Egypt,2018-08-01,1969,2016
John,Dunning,1916-05-05,United States,1991-02-25,,
Kate,Biscoe,,,,,
Cotton,Warburton,1911-01-01,United States,1982-06-21,,
Michael,Phillips,1943-01-01,United States,,,
Louis,Marcus,1936-01-01,Ireland,,1958,1958
Alfred,Gilks,1891-01-01,United States,1970-09-06,1920,1958
Travis,Knight,1973-01-01,United States,,1990,
Colin,Farrell,1976-01-01,Ireland,,1995,
Per,Hallberg,1958-01-01,Sweden,,1989,
Dmitri,Shostakovich,1906-01-01,Russia,1975-08-01,,
Lindy,Hemming,1948-01-01,Wales,,1975,
Astrid,Henning-Jensen,1914-01-01,Denmark,2002-01-01,1941,1996
Marjorie,Fowler,1920-01-16,,2003-07-08,,
Doug,Mitchell,,,,,
John,Alcott,1930-01-01,United Kingdom,1986-07-01,1948,1986
Adele,Romanski,1982-01-01,United States,,2006,
Tal,Kantor,1988-01-01,Israel,,,
Donald,Brittain,1928-01-01,Canada,1989-07-21,,
Christopher,Cross,1951-01-01,United States,,1971,
Terry,Zwigoff,1949-01-01,United States,,1979,
Anohni,Johnsons,1971-01-01,United Kingdom,,,
Gary,Brozenich,,,,2003,
Geraldine,Peroni,1953-01-01,United States,2004-08-03,,
Zsuzsanna,Sipos,,,,,
Naomi,Gyllenhaal,1946-01-01,United States,,,
Michael,Hedges,,New Zealand,,1990,
Walter,Brennan,1894-01-01,United States,1974-09-21,1925,1972
David,Reynolds,,,,1986,
Brian,Morris,1939-01-01,United Kingdom,,1973,
Gustav,Hasford,1947-01-01,United States,1993-01-29,,
J.,Riva,1948-01-01,United States,2012-06-07,1975,2012
Alfred,Lunt,1892-01-01,United States,1977-08-03,1912,1966
Albert,Brenner,1926-01-01,United States,2022-12-08,1955,2022
Walter,Murch,1943-01-01,United States,,1969,
Domee,Shi,1989-01-01,China,,2010,
Marcel,Ichac,1906-10-01,France,1994-04-09,,
Harley,Jessup,1954-01-01,United States,,1980,
James,Spione,,United States,,,
Sylvester,Stallone,1946-01-01,United States,,,
Waldemar,Young,1878-01-01,United States,1938-08-30,1917,1938
Castleton,Knight,1894-01-01,United Kingdom,1970-04-01,,
Arnold,Perl,1914-01-01,,1971-12-11,1949,1971
Ren,Klyce,,Japan,,1987,
Didier,Lavergne,,,,1971,
Rory,Kennedy,1968-01-01,United States,,1990,
Christian,Carion,1963-01-01,France,,1999,
Jonathan,Bates,1939-01-01,United Kingdom,2008-10-01,1959,2007
Phyllis,Dalton,1925-01-01,United Kingdom,2025-01-01,1946,1993
Robert,Cartwright,1930-01-01,United Kingdom,,1952,1991
Sebastian,Stan,1982-01-01,Romanian,,2003,
Ugo,Pirro,1920-01-20,Italy,2008-01-18,,
Wilfred,Shingleton,1914-01-01,,1983-01-01,,
Richard,Boyle,1942-01-01,United States,2016-09-01,1965,2016
Ian,McKellen,1939-01-01,United Kingdom,,1958,
Tony,Gilroy,1956-01-01,United States,,1992,
Tess,Slesinger,1905-01-01,United States,1945-02-21,,
Christopher,Chapman,1927-01-01,Canada,2015-10-24,1954,1976
Viktor,Prášil,1987-01-01,Czechoslovakia,,,
Jacques,Demy,1931-01-01,France,1990-10-01,1955,1988
Elizabeth,Yianni-Georgiou,,,,,
Sarah,Nuth,,,,,
Daniele,Amfitheatrof,1901-01-01,Russia,1983-06-01,,
Kon,Ichikawa,1915-01-01,Japan,2008-02-01,1936,2008
Tia,Lessin,,United States,,,
Paul,Driessen,1940-01-01,Netherlands,,1968,
Walter,Bernstein,1919-01-01,United States,2021-01-23,1947,2017
Viña,Delmar,1903-01-29,United States,1990-01-19,,
Jack,Warden,1920-01-01,United States,2006-07-19,1945,2000
Ethan,Hawke,1970-01-01,United States,,1985,
Tom,Johnson,,,,1983,
Sean,Baker,1971-01-01,United States,,2000,
Craig,Barron,1961-01-01,United States,,1979,
Elda,Ferri,1937-01-01,Italy,,1977,
George,Chakiris,1932-01-01,United States,,1947,2021
Ralph,McQuarrie,1929-01-01,United States,2012-03-03,,
Edward,Robinson,1893-01-01,United States,1979-04-27,1942,1952
John,Myhre,1959-01-01,,,1984,
Freddie,Rich,1898-01-01,Poland,1956-09-08,,
William,Clothier,1903-01-01,United States,1996-01-07,,
John,Brown,,,,1967,1970
John,Schlesinger,1926-01-01,United Kingdom,2003-07-01,,
Hiroshi,Teshigahara,1927-01-01,Japan,2001-04-14,,
Chelsea,Winstanley,1976-01-01,New Zealand,,,
William,Kong,1953-01-01,Hong Kong,,,
Allan,Burns,1935-01-01,United States,2021-01-30,,
Mark,Smith,,,,1987,2006
Rhys,Salcombe,,,,,
Trevor,White,,United States,,2007,
Tessa,Ross,1961-01-01,United Kingdom,,1986,
Richard,Snell,1955-01-01,United States,2006-02-21,1985,2006
Nick,Hornby,1957-01-01,United Kingdom,,,
Evangelos,Papathanassiou,1943-01-01,Greece,2022-05-01,1963,2022
Jacques,Stroweis,,France,,1990,
Andrew,Lockley,1971-01-01,United Kingdom,,,
Edward,Ward,1900-01-01,United States,1971-09-26,,
Ely,Landau,1920-01-01,United States,1993-11-04,,
Jacques,Maumont,1924-09-01,,2006-04-01,1948,1987
Jeffrey,Friedman,1951-01-01,United States,,1972,
Lois,Burwell,1960-01-01,United Kingdom,,1981,
Dušan,Vukotić,1927-01-01,Croats and Slovenes,1998-07-01,1951,1995
Louis,Jr.,1936-01-01,United States,2024-03-29,1953,2024
Gerry,Humphreys,1931-01-01,Wales,2006-12-01,1952,2002
Robert,Priestley,1901-01-01,United States,1986-11-27,1942,1968
Nelson,Riddle,1921-01-01,United States,1985-10-06,,
Adam,Somner,1967-01-01,United Kingdom,2024-11-27,,
Frances,Goodrich,1890-01-01,United States,1984-01-29,,
Phil,Johnston,1971-01-01,United States,,2004,
Roy,Scheider,1932-01-01,United States,2008-02-10,1952,2008
Joe,Johnston,1950-01-01,United States,,1977,
Margaret,Sullavan,1909-01-01,United States,1960-01-01,1929,1960
Tony,Curtis,1925-01-01,United States,2010-09-29,1948,2008
