firstName,lastName,movieTitle,releaseYear,iteration,categoryName,isWinner
Judd,Hirsch,The Fabelmans,2022,95th,Best Actor in a Supporting Role,no
Barry,Keoghan,The Banshees of Inisherin,2022,95th,Best Actor in a Supporting Role,no
Robert,Downey Jr.,Oppenheimer,2023,96th,Best Actor in a Supporting Role,yes
Sterling,K. Brown,American Fiction,2023,96th,Best Actor in a Supporting Role,no
Robert,De Niro,Killers of the Flower Moon,2023,96th,Best Actor in a Supporting Role,no
Ryan,Gosling,Barbie,2023,96th,Best Actor in a Supporting Role,no
Mark,Ruffalo,Poor Things,2023,96th,Best Actor in a Supporting Role,no
Kieran,Culkin,A Real Pain,2024,97th,Best Actor in a Supporting Role,yes
Yura,Borisov,Anora,2024,97th,Best Actor in a Supporting Role,no
Edward,Norton,A Complete Unknown,2024,97th,Best Actor in a Supporting Role,no
Guy,Pearce,The Brutalist,2024,97th,Best Actor in a Supporting Role,no
Jeremy,Strong,The Apprentice,2024,97th,Best Actor in a Supporting Role,no
Gale,Sondergaard,Anthony Adverse,1936,9th,Best Actress in a Supporting Role,yes
Beulah,Bondi,The Gorgeous Hussy,1936,9th,Best Actress in a Supporting Role,no
Alice,Brady,My Man Godfrey,1936,9th,Best Actress in a Supporting Role,no
Bonita,Granville,These Three,1936,9th,Best Actress in a Supporting Role,no
Maria,Ouspenskaya,Dodsworth,1936,9th,Best Actress in a Supporting Role,no
Alice,Brady,In Old Chicago,1938,10th,Best Actress in a Supporting Role,yes
Andrea,Leeds,Stage Door,1937,10th,Best Actress in a Supporting Role,no
Anne,Shirley,Stella Dallas,1937,10th,Best Actress in a Supporting Role,no
Claire,Trevor,Dead End,1937,10th,Best Actress in a Supporting Role,no
May,Whitty,Night Must Fall,1937,10th,Best Actress in a Supporting Role,no
Fay,Bainter,Jezebel,1938,11th,Best Actress in a Supporting Role,yes
Beulah,Bondi,Of Human Hearts,1938,11th,Best Actress in a Supporting Role,no
Billie,Burke,Merrily We Live,1938,11th,Best Actress in a Supporting Role,no
Spring,Byington,You Can't Take It with You,1938,11th,Best Actress in a Supporting Role,no
Miliza,Korjus,The Great Waltz,1938,11th,Best Actress in a Supporting Role,no
Hattie,McDaniel,Gone with the Wind,1939,12th,Best Actress in a Supporting Role,yes
Olivia,de Havilland,Gone with the Wind,1939,12th,Best Actress in a Supporting Role,no
Geraldine,Fitzgerald,Wuthering Heights,1939,12th,Best Actress in a Supporting Role,no
Edna,May Oliver,Drums Along the Mohawk,1939,12th,Best Actress in a Supporting Role,no
Maria,Ouspenskaya,Love Affair,1939,12th,Best Actress in a Supporting Role,no
Jane,Darwell,The Grapes of Wrath,1940,13th,Best Actress in a Supporting Role,yes
Judith,Anderson,Rebecca,1940,13th,Best Actress in a Supporting Role,no
Ruth,Hussey,The Philadelphia Story,1940,13th,Best Actress in a Supporting Role,no
Barbara,O'Neil,"All This, and Heaven Too",1940,13th,Best Actress in a Supporting Role,no
Marjorie,Rambeau,Primrose Path,1940,13th,Best Actress in a Supporting Role,no
Mary,Astor,The Great Lie,1941,14th,Best Actress in a Supporting Role,yes
Sara,Allgood,How Green Was My Valley,1941,14th,Best Actress in a Supporting Role,no
Patricia,Collinge,The Little Foxes,1941,14th,Best Actress in a Supporting Role,no
Margaret,Wycherly,Sergeant York,1941,14th,Best Actress in a Supporting Role,no
Teresa,Wright,Mrs. Miniver,1942,15th,Best Actress in a Supporting Role,yes
Gladys,Cooper,"Now, Voyager",1942,15th,Best Actress in a Supporting Role,no
Agnes,Moorehead,The Magnificent Ambersons,1942,15th,Best Actress in a Supporting Role,no
Susan,Peters,Random Harvest,1942,15th,Best Actress in a Supporting Role,no
May,Whitty,Mrs. Miniver,1942,15th,Best Actress in a Supporting Role,no
Katina,Paxinou,For Whom the Bell Tolls,1943,16th,Best Actress in a Supporting Role,yes
Gladys,Cooper,The Song of Bernadette,1943,16th,Best Actress in a Supporting Role,no
Paulette,Goddard,So Proudly We Hail!,1943,16th,Best Actress in a Supporting Role,no
Anne,Revere,The Song of Bernadette,1943,16th,Best Actress in a Supporting Role,no
Lucile,Watson,Watch on the Rhine,1943,16th,Best Actress in a Supporting Role,no
Ethel,Barrymore,None but the Lonely Heart,1944,17th,Best Actress in a Supporting Role,yes
Jennifer,Jones,Since You Went Away,1944,17th,Best Actress in a Supporting Role,no
Angela,Lansbury,Gaslight,1944,17th,Best Actress in a Supporting Role,no
Aline,MacMahon,Dragon Seed,1944,17th,Best Actress in a Supporting Role,no
Agnes,Moorehead,Mrs. Parkington,1944,17th,Best Actress in a Supporting Role,no
Anne,Revere,National Velvet,1944,18th,Best Actress in a Supporting Role,yes
Eve,Arden,Mildred Pierce,1945,18th,Best Actress in a Supporting Role,no
Angela,Lansbury,The Picture of Dorian Gray,1945,18th,Best Actress in a Supporting Role,no
Joan,Lorring,The Corn Is Green,1945,18th,Best Actress in a Supporting Role,no
Anne,Baxter,The Razor's Edge,1946,19th,Best Actress in a Supporting Role,yes
Ethel,Barrymore,The Spiral Staircase,1946,19th,Best Actress in a Supporting Role,no
Lillian,Gish,Duel in the Sun,1946,19th,Best Actress in a Supporting Role,no
Flora,Robson,Saratoga Trunk,1945,19th,Best Actress in a Supporting Role,no
Gale,Sondergaard,Anna and the King of Siam,1946,19th,Best Actress in a Supporting Role,no
Celeste,Holm,Gentleman's Agreement,1947,20th,Best Actress in a Supporting Role,yes
Ethel,Barrymore,The Paradine Case,1947,20th,Best Actress in a Supporting Role,no
Gloria,Grahame,Crossfire,1947,20th,Best Actress in a Supporting Role,no
Marjorie,Main,The Egg and I,1947,20th,Best Actress in a Supporting Role,no
Anne,Revere,Gentleman's Agreement,1947,20th,Best Actress in a Supporting Role,no
Claire,Trevor,Key Largo,1948,21st,Best Actress in a Supporting Role,yes
Barbara,Bel Geddes,I Remember Mama,1948,21st,Best Actress in a Supporting Role,no
Agnes,Moorehead,Johnny Belinda,1948,21st,Best Actress in a Supporting Role,no
Jean,Simmons,Hamlet,1948,21st,Best Actress in a Supporting Role,no
Mercedes,McCambridge,All the King's Men,1949,22nd,Best Actress in a Supporting Role,yes
Ethel,Barrymore,Pinky,1949,22nd,Best Actress in a Supporting Role,no
Celeste,Holm,Come to the Stable,1949,22nd,Best Actress in a Supporting Role,no
Ethel,Waters,Pinky,1949,22nd,Best Actress in a Supporting Role,no
Josephine,Hull,Harvey,1950,23rd,Best Actress in a Supporting Role,yes
Hope,Emerson,Caged,1950,23rd,Best Actress in a Supporting Role,no
Celeste,Holm,All About Eve,1950,23rd,Best Actress in a Supporting Role,no
Nancy,Olson,Sunset Boulevard,1950,23rd,Best Actress in a Supporting Role,no
Thelma,Ritter,All About Eve,1950,23rd,Best Actress in a Supporting Role,no
Kim,Hunter,A Streetcar Named Desire,1951,24th,Best Actress in a Supporting Role,yes
Joan,Blondell,The Blue Veil,1951,24th,Best Actress in a Supporting Role,no
Mildred,Dunnock,Death of a Salesman,1951,24th,Best Actress in a Supporting Role,no
Lee,Grant,Detective Story,1951,24th,Best Actress in a Supporting Role,no
Thelma,Ritter,The Mating Season,1951,24th,Best Actress in a Supporting Role,no
Gloria,Grahame,The Bad and the Beautiful,1952,25th,Best Actress in a Supporting Role,yes
Jean,Hagen,Singin' in the Rain,1952,25th,Best Actress in a Supporting Role,no
Colette,Marchand,Moulin Rouge,1952,25th,Best Actress in a Supporting Role,no
Terry,Moore,"Come Back, Little Sheba",1952,25th,Best Actress in a Supporting Role,no
Thelma,Ritter,With a Song in My Heart,1952,25th,Best Actress in a Supporting Role,no
Donna,Reed,From Here to Eternity,1953,26th,Best Actress in a Supporting Role,yes
Grace,Kelly,Mogambo,1953,26th,Best Actress in a Supporting Role,no
Geraldine,Page,Hondo,1953,26th,Best Actress in a Supporting Role,no
Marjorie,Rambeau,Torch Song,1953,26th,Best Actress in a Supporting Role,no
Thelma,Ritter,Pickup on South Street,1953,26th,Best Actress in a Supporting Role,no
Eva,Marie Saint,On the Waterfront,1954,27th,Best Actress in a Supporting Role,yes
Nina,Foch,Executive Suite,1954,27th,Best Actress in a Supporting Role,no
Katy,Jurado,Broken Lance,1954,27th,Best Actress in a Supporting Role,no
Jan,Sterling,The High and the Mighty,1954,27th,Best Actress in a Supporting Role,no
Jo,Van Fleet,East of Eden,1955,28th,Best Actress in a Supporting Role,yes
Betsy,Blair,Marty,1955,28th,Best Actress in a Supporting Role,no
Peggy,Lee,Pete Kelly's Blues,1955,28th,Best Actress in a Supporting Role,no
Marisa,Pavan,The Rose Tattoo,1955,28th,Best Actress in a Supporting Role,no
Natalie,Wood,Rebel Without a Cause,1955,28th,Best Actress in a Supporting Role,no
Dorothy,Malone,Written on the Wind,1956,29th,Best Actress in a Supporting Role,yes
Mildred,Dunnock,Baby Doll,1956,29th,Best Actress in a Supporting Role,no
Eileen,Heckart,The Bad Seed,1956,29th,Best Actress in a Supporting Role,no
Mercedes,McCambridge,Giant,1956,29th,Best Actress in a Supporting Role,no
Patty,McCormack,The Bad Seed,1956,29th,Best Actress in a Supporting Role,no
Miyoshi,Umeki,Sayonara,1957,30th,Best Actress in a Supporting Role,yes
Carolyn,Jones,The Bachelor Party,1957,30th,Best Actress in a Supporting Role,no
Elsa,Lanchester,Witness for the Prosecution,1957,30th,Best Actress in a Supporting Role,no
Hope,Lange,Peyton Place,1957,30th,Best Actress in a Supporting Role,no
Wendy,Hiller,Separate Tables,1958,31st,Best Actress in a Supporting Role,yes
Peggy,Cass,Auntie Mame,1958,31st,Best Actress in a Supporting Role,no
Martha,Hyer,Some Came Running,1958,31st,Best Actress in a Supporting Role,no
Maureen,Stapleton,Lonelyhearts,1958,31st,Best Actress in a Supporting Role,no
Cara,Williams,The Defiant Ones,1958,31st,Best Actress in a Supporting Role,no
Shelley,Winters,The Diary of Anne Frank,1959,32nd,Best Actress in a Supporting Role,yes
Hermione,Baddeley,Room at the Top,1959,32nd,Best Actress in a Supporting Role,no
Susan,Kohner,Imitation of Life,1959,32nd,Best Actress in a Supporting Role,no
Thelma,Ritter,Pillow Talk,1959,32nd,Best Actress in a Supporting Role,no
Shirley,Jones,Elmer Gantry,1960,33rd,Best Actress in a Supporting Role,yes
Glynis,Johns,The Sundowners,1960,33rd,Best Actress in a Supporting Role,no
Shirley,Knight,The Dark at the Top of the Stairs,1960,33rd,Best Actress in a Supporting Role,no
Janet,Leigh,Psycho,1960,33rd,Best Actress in a Supporting Role,no
Mary,Ure,Sons and Lovers,1960,33rd,Best Actress in a Supporting Role,no
Rita,Moreno,West Side Story,1961,34th,Best Actress in a Supporting Role,yes
Fay,Bainter,The Children's Hour,1961,34th,Best Actress in a Supporting Role,no
Judy,Garland,Judgment at Nuremberg,1961,34th,Best Actress in a Supporting Role,no
Lotte,Lenya,The Roman Spring of Mrs. Stone,1961,34th,Best Actress in a Supporting Role,no
Una,Merkel,Summer and Smoke,1961,34th,Best Actress in a Supporting Role,no
Patty,Duke,The Miracle Worker,1962,35th,Best Actress in a Supporting Role,yes
Mary,Badham,To Kill a Mockingbird,1962,35th,Best Actress in a Supporting Role,no
Shirley,Knight,Sweet Bird of Youth,1962,35th,Best Actress in a Supporting Role,no
Angela,Lansbury,The Manchurian Candidate,1962,35th,Best Actress in a Supporting Role,no
Thelma,Ritter,Birdman of Alcatraz,1962,35th,Best Actress in a Supporting Role,no
Margaret,Rutherford,The V.I.P.s,1963,36th,Best Actress in a Supporting Role,yes
Diane,Cilento,Tom Jones,1963,36th,Best Actress in a Supporting Role,no
Lilia,Skala,Lilies of the Field,1963,36th,Best Actress in a Supporting Role,no
Lila,Kedrova,Zorba the Greek,1964,37th,Best Actress in a Supporting Role,yes
Gladys,Cooper,My Fair Lady,1964,37th,Best Actress in a Supporting Role,no
Edith,Evans,The Chalk Garden,1964,37th,Best Actress in a Supporting Role,no
Grayson,Hall,The Night of the Iguana,1964,37th,Best Actress in a Supporting Role,no
Agnes,Moorehead,"Hush...Hush, Sweet Charlotte",1964,37th,Best Actress in a Supporting Role,no
Shelley,Winters,A Patch of Blue,1965,38th,Best Actress in a Supporting Role,yes
Ruth,Gordon,Inside Daisy Clover,1965,38th,Best Actress in a Supporting Role,no
Joyce,Redman,Othello,1965,38th,Best Actress in a Supporting Role,no
Peggy,Wood,The Sound of Music,1965,38th,Best Actress in a Supporting Role,no
Sandy,Dennis,Who's Afraid of Virginia Woolf?,1966,39th,Best Actress in a Supporting Role,yes
Wendy,Hiller,A Man for All Seasons,1966,39th,Best Actress in a Supporting Role,no
Jocelyne,LaGarde,Hawaii,1966,39th,Best Actress in a Supporting Role,no
Vivien,Merchant,Alfie,1966,39th,Best Actress in a Supporting Role,no
Geraldine,Page,You're a Big Boy Now,1966,39th,Best Actress in a Supporting Role,no
Estelle,Parsons,Bonnie and Clyde,1967,40th,Best Actress in a Supporting Role,yes
Carol,Channing,Thoroughly Modern Millie,1967,40th,Best Actress in a Supporting Role,no
Mildred,Natwick,Barefoot in the Park,1967,40th,Best Actress in a Supporting Role,no
Beah,Richards,Guess Who's Coming to Dinner,1967,40th,Best Actress in a Supporting Role,no
Katharine,Ross,The Graduate,1967,40th,Best Actress in a Supporting Role,no
Ruth,Gordon,Rosemary's Baby,1968,41st,Best Actress in a Supporting Role,yes
Lynn,Carlin,Faces,1968,41st,Best Actress in a Supporting Role,no
Sondra,Locke,The Heart Is a Lonely Hunter,1968,41st,Best Actress in a Supporting Role,no
Kay,Medford,Funny Girl,1968,41st,Best Actress in a Supporting Role,no
Estelle,Parsons,"Rachel, Rachel",1968,41st,Best Actress in a Supporting Role,no
Goldie,Hawn,Cactus Flower,1969,42nd,Best Actress in a Supporting Role,yes
Catherine,Burns,Last Summer,1969,42nd,Best Actress in a Supporting Role,no
Dyan,Cannon,Bob & Carol & Ted & Alice,1969,42nd,Best Actress in a Supporting Role,no
Sylvia,Miles,Midnight Cowboy,1969,42nd,Best Actress in a Supporting Role,no
Susannah,York,"They Shoot Horses, Don't They?",1969,42nd,Best Actress in a Supporting Role,no
Helen,Hayes,Airport,1970,43rd,Best Actress in a Supporting Role,yes
Karen,Black,Five Easy Pieces,1970,43rd,Best Actress in a Supporting Role,no
Lee,Grant,The Landlord,1970,43rd,Best Actress in a Supporting Role,no
Sally,Kellerman,M*A*S*H,1970,43rd,Best Actress in a Supporting Role,no
Maureen,Stapleton,Airport,1970,43rd,Best Actress in a Supporting Role,no
Cloris,Leachman,The Last Picture Show,1971,44th,Best Actress in a Supporting Role,yes
Ann-Margret,Olsson,Carnal Knowledge,1971,44th,Best Actress in a Supporting Role,no
Ellen,Burstyn,The Last Picture Show,1971,44th,Best Actress in a Supporting Role,no
Barbara,Harris,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971,44th,Best Actress in a Supporting Role,no
Margaret,Leighton,The Go-Between,1971,44th,Best Actress in a Supporting Role,no
Eileen,Heckart,Butterflies Are Free,1972,45th,Best Actress in a Supporting Role,yes
Jeannie,Berlin,The Heartbreak Kid,1972,45th,Best Actress in a Supporting Role,no
Geraldine,Page,Pete 'n' Tillie,1972,45th,Best Actress in a Supporting Role,no
Susan,Tyrrell,Fat City,1972,45th,Best Actress in a Supporting Role,no
Shelley,Winters,The Poseidon Adventure,1972,45th,Best Actress in a Supporting Role,no
Tatum,O'Neal,Paper Moon,1973,46th,Best Actress in a Supporting Role,yes
Linda,Blair,The Exorcist,1973,46th,Best Actress in a Supporting Role,no
Candy,Clark,American Graffiti,1973,46th,Best Actress in a Supporting Role,no
Madeline,Kahn,Paper Moon,1973,46th,Best Actress in a Supporting Role,no
Sylvia,Sidney,"Summer Wishes, Winter Dreams",1973,46th,Best Actress in a Supporting Role,no
Ingrid,Bergman,Murder on the Orient Express,1974,47th,Best Actress in a Supporting Role,yes
Valentina,Cortese,Day for Night,1973,47th,Best Actress in a Supporting Role,no
Madeline,Kahn,Blazing Saddles,1974,47th,Best Actress in a Supporting Role,no
Diane,Ladd,Alice Doesn't Live Here Anymore,1974,47th,Best Actress in a Supporting Role,no
Talia,Shire,The Godfather Part II,1974,47th,Best Actress in a Supporting Role,no
Lee,Grant,Shampoo,1975,48th,Best Actress in a Supporting Role,yes
Ronee,Blakley,Nashville,1975,48th,Best Actress in a Supporting Role,no
Sylvia,Miles,"Farewell, My Lovely",1975,48th,Best Actress in a Supporting Role,no
Lily,Tomlin,Nashville,1975,48th,Best Actress in a Supporting Role,no
Brenda,Vaccaro,Once Is Not Enough,1975,48th,Best Actress in a Supporting Role,no
Beatrice,Straight,Network,1976,49th,Best Actress in a Supporting Role,yes
Jane,Alexander,All the President's Men,1976,49th,Best Actress in a Supporting Role,no
Jodie,Foster,Taxi Driver,1976,49th,Best Actress in a Supporting Role,no
Lee,Grant,Voyage of the Damned,1976,49th,Best Actress in a Supporting Role,no
Piper,Laurie,Carrie,1976,49th,Best Actress in a Supporting Role,no
Vanessa,Redgrave,Julia,1977,50th,Best Actress in a Supporting Role,yes
Leslie,Browne,The Turning Point,1977,50th,Best Actress in a Supporting Role,no
Quinn,Cummings,The Goodbye Girl,1977,50th,Best Actress in a Supporting Role,no
Melinda,Dillon,Close Encounters of the Third Kind,1977,50th,Best Actress in a Supporting Role,no
Tuesday,Weld,Looking for Mr. Goodbar,1977,50th,Best Actress in a Supporting Role,no
Maggie,Smith,California Suite,1978,51st,Best Actress in a Supporting Role,yes
Dyan,Cannon,Heaven Can Wait,1978,51st,Best Actress in a Supporting Role,no
Penelope,Milford,Coming Home,1978,51st,Best Actress in a Supporting Role,no
Maureen,Stapleton,Interiors,1978,51st,Best Actress in a Supporting Role,no
Meryl,Streep,The Deer Hunter,1978,51st,Best Actress in a Supporting Role,no
Meryl,Streep,Kramer vs. Kramer,1979,52nd,Best Actress in a Supporting Role,yes
Jane,Alexander,Kramer vs. Kramer,1979,52nd,Best Actress in a Supporting Role,no
Barbara,Barrie,Breaking Away,1979,52nd,Best Actress in a Supporting Role,no
Candice,Bergen,Starting Over,1979,52nd,Best Actress in a Supporting Role,no
Mariel,Hemingway,Manhattan,1979,52nd,Best Actress in a Supporting Role,no
Mary,Steenburgen,Melvin and Howard,1980,53rd,Best Actress in a Supporting Role,yes
Eileen,Brennan,Private Benjamin,1980,53rd,Best Actress in a Supporting Role,no
Eva,Le Gallienne,Resurrection,1980,53rd,Best Actress in a Supporting Role,no
Cathy,Moriarty,Raging Bull,1980,53rd,Best Actress in a Supporting Role,no
Diana,Scarwid,Inside Moves,1980,53rd,Best Actress in a Supporting Role,no
Maureen,Stapleton,Reds,1981,54th,Best Actress in a Supporting Role,yes
Melinda,Dillon,Absence of Malice,1981,54th,Best Actress in a Supporting Role,no
Jane,Fonda,On Golden Pond,1981,54th,Best Actress in a Supporting Role,no
Joan,Hackett,Only When I Laugh,1981,54th,Best Actress in a Supporting Role,no
Elizabeth,McGovern,Ragtime,1981,54th,Best Actress in a Supporting Role,no
Jessica,Lange,Tootsie,1982,55th,Best Actress in a Supporting Role,yes
Glenn,Close,The World According to Garp,1982,55th,Best Actress in a Supporting Role,no
